@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
1417,'2018/02/18 22:46:26:530',29,219.970383,340.144379,54.453907,362.966064,355.287476,73.136528,422.789246,365.758484,74.862259,485.566223,368.934387,70.54538,553.529236,355.043915,60.042446,36.96,76.054468
1418,'2018/02/18 22:46:26:581',29,219.825867,339.990692,54.412872,362.670624,355.131653,73.129501,422.462189,365.505859,74.874825,485.431824,368.604218,70.566582,553.426575,354.804138,60.063274,36.96,76.054468
1419,'2018/02/18 22:46:26:630',29,219.577576,339.868073,54.365917,362.52594,355.033386,73.118874,422.251831,365.401184,74.880623,485.29248,368.286316,70.585884,553.214111,354.553345,60.093811,36.96,76.054468
1420,'2018/02/18 22:46:26:682',29,219.449158,339.558655,54.247269,362.491211,354.678833,73.085579,422.15567,365.464539,74.864243,485.032532,368.23526,70.551804,552.482544,355.307129,60.100147,36.96,76.054468
1421,'2018/02/18 22:46:26:730',29,219.784225,339.526367,54.219955,362.653992,354.826752,73.029495,422.193329,365.616943,74.80275,485.199707,368.569366,70.484291,552.484314,355.61496,60.019974,36.96,76.054468
1422,'2018/02/18 22:46:26:782',29,220.76503,339.763916,54.233917,363.547516,355.760651,72.962524,422.647919,366.209656,74.714302,485.755615,369.440857,70.387756,553.019775,356.09137,59.90255,36.96,76.054468
1423,'2018/02/18 22:46:26:830',29,221.42807,339.995758,54.300526,364.247986,356.130768,72.96492,423.276154,366.165314,74.70826,486.420227,369.034058,70.387154,553.727539,355.853638,59.907196,36.96,76.054468
1424,'2018/02/18 22:46:26:881',29,221.8284,340.067169,54.354603,364.610046,356.141479,72.985077,423.741089,366.20874,74.734619,486.922058,368.885864,70.416389,554.153687,355.48761,59.949352,36.96,76.054468
1425,'2018/02/18 22:46:26:930',29,222.014557,339.927856,54.355442,364.71637,356.263336,72.979721,423.859375,366.335052,74.731888,487.089661,368.835724,70.419167,554.351013,355.172333,59.946068,36.96,76.054468
1426,'2018/02/18 22:46:26:979',29,221.935318,339.751587,54.346882,364.563385,356.035492,72.972984,423.72934,365.936218,74.733727,487.016815,368.424561,70.433815,554.318848,354.638672,59.959267,36.96,76.054468
1427,'2018/02/18 22:46:27:030',29,221.658722,339.626038,54.328018,364.117493,355.782166,72.951958,423.257141,365.331207,74.720757,486.467346,368.350586,70.448624,553.942627,354.501587,59.96497,36.96,76.054468
1428,'2018/02/18 22:46:27:080',29,220.795059,339.602478,54.242176,362.940216,356.026001,72.868385,421.942657,365.338562,74.64402,485.116028,368.700317,70.411575,552.842896,354.547791,59.944717,36.96,76.054468
1429,'2018/02/18 22:46:32:434',30,249.318985,310.039459,54.97588,392.747375,342.564606,73.379295,455.705536,360.597656,74.335419,507.654266,385.782745,69.104965,581.819824,386.885895,56.251961,38.88,76.054468
1430,'2018/02/18 22:46:32:484',30,249.595184,310.252655,54.949947,393.132996,342.453766,73.363815,456.218018,360.637939,74.326027,508.17691,385.944885,69.088852,582.272644,387.146606,56.220802,38.88,76.054468
1431,'2018/02/18 22:46:32:535',30,249.805634,310.460144,54.904995,393.293518,342.437592,73.340576,456.408203,360.727417,74.312881,508.380157,386.193115,69.070747,582.48877,387.454895,56.200352,38.88,76.054468
1432,'2018/02/18 22:46:32:582',30,249.922897,310.468292,54.867298,393.350983,342.360596,73.318008,456.470825,360.726532,74.298615,508.430481,386.316101,69.055023,582.537781,387.652496,56.181156,38.88,76.054468
1433,'2018/02/18 22:46:32:632',30,249.985336,310.440491,54.835587,393.370575,342.229858,73.296631,456.515625,360.701508,74.284935,508.46109,386.439758,69.03775,582.565186,387.848175,56.154945,38.88,76.054468
1434,'2018/02/18 22:46:32:682',30,249.999771,310.3573,54.800919,393.39267,342.171967,73.277695,456.600189,360.710571,74.269043,508.539063,386.571625,69.016434,582.58606,388.011383,56.131531,38.88,76.054468
1435,'2018/02/18 22:46:32:732',30,249.875809,310.380402,54.769325,393.414886,342.163361,73.26355,456.664001,360.744446,74.256363,508.620575,386.605591,69.001999,582.590271,388.171021,56.111225,38.88,76.054468
1436,'2018/02/18 22:46:32:782',30,249.700546,310.345459,54.721519,393.442535,342.094788,73.24543,456.737213,360.822784,74.242401,508.754761,386.704559,68.97963,582.666931,388.222687,56.088158,38.88,76.054468
1437,'2018/02/18 22:46:32:833',30,249.596191,310.464233,54.672283,393.362183,342.291351,73.227402,456.833496,360.806152,74.219009,509.006195,386.64679,68.955353,582.89032,388.142212,56.062031,38.88,76.054468
1438,'2018/02/18 22:46:32:883',30,249.553146,310.584656,54.633873,393.314606,342.565063,73.212418,456.860596,360.965515,74.199326,509.032349,386.789856,68.93084,583.005737,388.15094,56.041443,38.88,76.054468
1439,'2018/02/18 22:46:32:933',30,249.330078,310.742065,54.605808,392.828033,342.729675,73.204834,456.70401,361.051392,74.186928,508.92688,386.868652,68.917641,582.977661,388.137329,56.031364,38.88,76.054468
1440,'2018/02/18 22:46:32:983',30,249.191025,310.655273,54.553299,391.790344,342.832703,73.192955,456.057526,361.048706,74.180786,508.359558,386.855377,68.923889,582.670837,388.116364,56.04937,38.88,76.054468
1441,'2018/02/18 22:46:33:032',30,249.111099,310.143127,54.446514,390.580719,342.509705,73.163063,454.933533,360.844666,74.186569,507.309174,386.709717,68.960968,582.032654,388.106049,56.111835,38.88,76.054468
1442,'2018/02/18 22:46:33:083',30,249.007721,309.698181,54.336765,389.298492,342.353027,73.131561,453.748627,360.622375,74.18541,506.065491,386.467224,69.001244,581.323975,388.090057,56.176754,38.88,76.054468
1443,'2018/02/18 22:46:33:132',30,248.471817,309.428772,54.232109,387.995026,342.215759,73.086189,452.443329,360.505096,74.166252,504.810852,386.283112,69.008392,580.444519,388.021423,56.209332,38.88,76.054468
1444,'2018/02/18 22:46:33:184',30,248.048126,309.311951,54.172371,387.088959,342.289734,73.047981,451.552673,360.617004,74.135437,503.85556,386.443665,68.982597,579.588135,388.319153,56.202892,38.88,76.054468
1445,'2018/02/18 22:46:33:234',30,247.928085,309.438965,54.182671,386.894501,342.274994,73.034805,451.452301,360.740356,74.119118,503.603668,386.655518,68.959579,579.305603,388.495758,56.185036,38.88,76.054468
1446,'2018/02/18 22:46:33:283',30,247.763199,309.647583,54.191692,387.084961,342.457031,73.031021,451.718964,360.993347,74.100647,503.90094,386.862671,68.919754,579.356628,388.733246,56.146812,38.88,76.054468
1447,'2018/02/18 22:46:33:333',30,248.09494,309.798187,54.231384,387.568787,342.70047,73.026794,452.250641,361.318665,74.075386,504.421844,387.186279,68.865692,579.559326,389.048096,56.08672,38.88,76.054468
1448,'2018/02/18 22:46:33:384',30,248.395599,309.943909,54.255733,387.975891,342.917206,73.016823,452.726868,361.566559,74.048279,504.997192,387.385071,68.81633,579.872803,389.196838,56.028015,38.88,76.054468
1449,'2018/02/18 22:46:33:432',30,248.485519,310.220154,54.280094,388.245819,343.100464,73.009811,453.196655,361.754211,74.023666,505.621765,387.406921,68.774887,580.341064,389.170044,55.960106,38.88,76.054468
1450,'2018/02/18 22:46:33:483',30,248.459854,310.381165,54.271225,388.330231,343.336121,72.987915,453.378418,361.948853,73.989243,505.818848,387.530273,68.731552,580.687622,389.23999,55.874443,38.88,76.054468
1451,'2018/02/18 22:46:33:534',30,248.367294,310.467041,54.257225,388.352661,343.314056,72.951668,453.429413,362.051483,73.951202,505.740234,387.660828,68.691422,580.964783,389.32077,55.775852,38.88,76.054468
1452,'2018/02/18 22:46:33:584',30,248.094025,310.382996,54.226326,388.062134,343.286133,72.910294,453.215912,362.038605,73.904091,505.211121,387.665131,68.658195,581.008179,389.183838,55.686466,38.88,76.054468
1453,'2018/02/18 22:46:33:632',30,247.200134,310.223694,54.162029,387.355469,343.358337,72.869087,452.6492,361.992371,73.852783,504.413086,387.465118,68.625267,580.537903,389.01593,55.627319,38.88,76.054468
1454,'2018/02/18 22:46:33:683',30,246.869629,310.054138,54.138374,387.055359,343.36908,72.846573,452.387939,361.899689,73.823349,504.037323,387.376831,68.601944,580.275269,388.902649,55.594666,38.88,76.054468
1455,'2018/02/18 22:46:33:733',30,246.672073,309.858704,54.11153,386.94931,343.228882,72.816055,452.164307,361.884125,73.796951,503.790833,387.31662,68.576515,580.053345,388.853943,55.563641,38.88,76.054468
1456,'2018/02/18 22:46:33:783',30,246.70932,309.734802,54.095127,386.978027,343.201111,72.798592,452.186005,361.874451,73.777649,503.756744,387.337494,68.557457,580.017944,388.897217,55.538635,38.88,76.054468
1457,'2018/02/18 22:46:33:833',30,246.791229,309.650208,54.07217,387.106171,343.161957,72.771103,452.312225,361.844208,73.746796,503.718262,387.466736,68.529114,580.033813,389.118927,55.49044,38.88,76.054468
1458,'2018/02/18 22:46:33:883',30,246.825439,309.610016,54.051514,387.2099,343.131958,72.75032,452.414673,361.882019,73.724487,503.66449,387.620483,68.508804,580.066772,389.239624,55.457542,38.88,76.054468
1459,'2018/02/18 22:46:33:936',30,246.862411,309.567383,54.040085,387.271332,343.190979,72.739723,452.491211,361.937317,73.708984,503.639587,387.75705,68.492996,580.109375,389.339661,55.43074,38.88,76.054468
1460,'2018/02/18 22:46:33:984',30,246.917236,309.565491,54.03466,387.322113,343.235962,72.731567,452.520447,361.999359,73.699242,503.559204,387.90744,68.484268,580.084961,389.52478,55.413662,38.88,76.054468
1461,'2018/02/18 22:46:34:034',30,247.014938,309.602722,54.012768,387.382446,343.313293,72.710403,452.574585,362.08313,73.677277,503.519165,388.043121,68.466377,580.076172,389.68631,55.390491,38.88,76.054468
1462,'2018/02/18 22:46:34:083',30,247.070892,309.625,53.993832,387.399719,343.373291,72.696274,452.580719,362.140625,73.663918,503.467438,388.142334,68.456734,580.012939,389.85022,55.384277,38.88,76.054468
1463,'2018/02/18 22:46:34:133',30,247.164322,309.633362,53.98481,387.500763,343.42041,72.687813,452.63327,362.156555,73.655388,503.479279,388.193359,68.450333,580.00769,389.9328,55.381538,38.88,76.054468
1464,'2018/02/18 22:46:34:184',30,247.390152,309.645905,53.971592,387.631195,343.476959,72.672226,452.743164,362.186707,73.639183,503.54361,388.253418,68.436676,580.039551,390.035553,55.373989,38.88,76.054468
1465,'2018/02/18 22:46:41:855',31,283.003632,282.45932,53.560787,400.431824,325.514893,71.661232,465.401978,356.006989,72.679626,501.235565,392.205139,67.390991,569.898682,402.064423,54.924416,41.04,76.054468
1466,'2018/02/18 22:46:41:905',31,283.068604,282.31604,53.630539,400.740784,325.410492,71.726067,465.804993,355.927429,72.729797,501.611511,391.964569,67.43811,570.21582,401.764282,54.958565,41.04,76.054468
1467,'2018/02/18 22:46:41:954',31,283.179565,282.176819,53.687782,401.08844,325.235809,71.780655,466.231628,355.839233,72.779449,502.038544,391.789246,67.483292,570.50116,401.563171,54.996201,41.04,76.054468
1468,'2018/02/18 22:46:42:004',31,283.368408,282.08252,53.722218,401.43338,325.049683,71.811523,466.59848,355.762512,72.811653,502.38504,391.674072,67.513794,570.718384,401.435669,55.027016,41.04,76.054468
1469,'2018/02/18 22:46:42:055',31,283.994995,281.987671,53.748989,402.123383,325.068604,71.864792,467.385803,355.687408,72.851959,503.162903,391.573792,67.550949,571.425842,401.261169,55.07399,41.04,76.054468
1470,'2018/02/18 22:46:42:104',31,284.761993,281.883301,53.76553,402.837189,325.068909,71.886833,468.043854,355.645996,72.862625,503.734528,391.479126,67.56028,571.87854,401.219604,55.088062,41.04,76.054468
1471,'2018/02/18 22:46:42:154',31,285.447998,281.694153,53.78698,403.470398,324.931213,71.902283,468.66333,355.638611,72.872063,504.259766,391.320374,67.567734,572.282715,401.096436,55.098297,41.04,76.054468
1472,'2018/02/18 22:46:42:205',31,285.880432,281.627716,53.81559,404.07666,324.719666,71.922058,469.224518,355.515442,72.891426,504.796234,391.126617,67.5867,572.643311,400.977905,55.117748,41.04,76.054468
1473,'2018/02/18 22:46:42:255',31,286.333038,281.542297,53.838989,404.649109,324.44986,71.935806,469.766205,355.343109,72.9077,505.291809,390.926727,67.603928,573.071167,400.708649,55.143745,41.04,76.054468
1474,'2018/02/18 22:46:42:305',31,286.875122,281.440918,53.843914,405.014832,324.396973,71.963585,470.215027,355.31897,72.931305,505.707733,390.775269,67.631142,573.470337,400.589996,55.18161,41.04,76.054468
1475,'2018/02/18 22:46:42:355',31,287.132355,281.514038,53.835537,405.203278,324.610168,71.986656,470.39856,355.341675,72.943909,505.930511,390.726654,67.644562,573.696777,400.511261,55.214027,41.04,76.054468
1476,'2018/02/18 22:46:42:404',31,287.217773,281.569092,53.822506,405.412262,324.752472,72.001823,470.414368,355.282104,72.957664,505.924774,390.763153,67.657875,573.738098,400.471161,55.248253,41.04,76.054468
1477,'2018/02/18 22:46:42:454',31,287.310364,281.642395,53.819286,405.492676,324.764252,72.005409,470.415649,355.269043,72.965637,505.829315,390.926544,67.657204,573.717041,400.490112,55.264748,41.04,76.054468
1478,'2018/02/18 22:46:42:505',31,287.403229,281.671997,53.811424,405.5513,324.798889,72.018082,470.398499,355.408691,72.984261,505.612427,391.225769,67.660965,573.502808,400.683899,55.290066,41.04,76.054468
1479,'2018/02/18 22:46:42:555',31,287.438721,281.81366,53.773048,405.466064,324.776306,72.012375,470.406433,355.435547,72.99379,505.408447,391.572388,67.662056,573.477905,400.894867,55.302731,41.04,76.054468
1480,'2018/02/18 22:46:42:605',31,287.527222,282.055359,53.740128,405.569183,324.848572,72.006783,470.579498,355.637054,73.001205,505.566711,391.846252,67.662949,573.604797,401.218079,55.297974,41.04,76.054468
1481,'2018/02/18 22:46:42:654',31,287.54071,282.309723,53.718449,405.613159,325.063477,72.010857,470.648224,355.812469,73.008087,505.645233,392.045105,67.668175,573.559814,401.654755,55.282269,41.04,76.054468
1482,'2018/02/18 22:46:42:705',31,287.506714,282.53363,53.702469,405.581177,325.325867,72.016312,470.657074,355.883636,73.009125,505.613586,392.294983,67.661476,573.691895,401.71875,55.28455,41.04,76.054468
1483,'2018/02/18 22:46:42:756',31,287.167053,282.753235,53.673676,405.200256,325.410034,72.005508,470.373596,356.093201,73.007347,505.439819,392.332001,67.662811,573.627686,401.723877,55.285145,41.04,76.054468
1484,'2018/02/18 22:46:42:805',31,286.473816,282.934204,53.632767,404.599518,325.480225,71.992081,469.83847,356.183105,73.004082,505.028931,392.353638,67.660934,573.269836,401.727722,55.28957,41.04,76.054468
1485,'2018/02/18 22:46:42:854',31,285.583313,283.265991,53.573021,403.841888,325.782623,71.964882,469.239471,356.246735,72.974945,504.614258,392.490234,67.622772,572.95874,401.677307,55.266472,41.04,76.054468
1486,'2018/02/18 22:46:42:905',31,284.943695,283.591675,53.513973,403.298981,326.122925,71.932632,468.719788,356.663147,72.943932,504.205719,392.7146,67.579971,572.584839,401.83728,55.231079,41.04,76.054468
1487,'2018/02/18 22:46:42:956',31,284.492157,283.990967,53.461147,402.7258,326.707397,71.900452,468.254761,357.02475,72.897774,503.77301,393.071503,67.51577,572.21167,402.062836,55.180206,41.04,76.054468
1488,'2018/02/18 22:46:43:006',31,284.105774,284.296356,53.427402,402.379669,326.972229,71.866867,467.989716,357.237,72.862534,503.570923,393.374329,67.459152,572.077026,402.134399,55.14291,41.04,76.054468
1489,'2018/02/18 22:46:43:056',31,283.752411,284.592346,53.375893,402.059998,327.081177,71.819885,467.734192,357.286133,72.825706,503.445251,393.473083,67.422554,571.971069,402.157288,55.116531,41.04,76.054468
1490,'2018/02/18 22:46:43:108',31,283.516571,284.826294,53.366222,401.636566,327.140564,71.798477,467.393555,357.328735,72.813751,503.195953,393.521057,67.411781,571.788086,402.127899,55.112835,41.04,76.054468
1491,'2018/02/18 22:46:43:154',31,283.374023,284.89389,53.368099,401.368317,327.215302,71.796516,467.130524,357.35672,72.815125,502.979858,393.525604,67.41436,571.653809,402.093658,55.118855,41.04,76.054468
1492,'2018/02/18 22:46:43:205',31,282.891144,284.998169,53.355549,400.998688,327.291534,71.794739,466.754883,357.383362,72.819283,502.63446,393.5159,67.421898,571.425171,402.021667,55.134556,41.04,76.054468
1493,'2018/02/18 22:46:43:256',31,282.541595,285.010956,53.351009,400.784973,327.291626,71.799156,466.438354,357.360046,72.834335,502.371368,393.470093,67.438873,571.271606,401.964966,55.149033,41.04,76.054468
1494,'2018/02/18 22:46:43:304',31,282.220123,284.927917,53.341671,400.574921,327.269287,71.813721,466.243225,357.315918,72.85527,502.237549,393.423157,67.45697,571.300598,401.874573,55.148575,41.04,76.054468
1495,'2018/02/18 22:46:43:355',31,282.091553,284.865845,53.33617,400.471405,327.2771,71.82019,466.224762,357.288269,72.861298,502.208923,393.415527,67.459595,571.302002,401.903442,55.134415,41.04,76.054468
1496,'2018/02/18 22:46:43:406',31,282.167114,284.743835,53.3353,400.388184,327.361877,71.823151,466.239899,357.262817,72.857193,502.23053,393.453674,67.44455,571.313599,401.927002,55.111477,41.04,76.054468
1497,'2018/02/18 22:46:43:455',31,282.11377,284.65448,53.328701,400.201935,327.42334,71.819817,466.055298,357.285004,72.853882,502.085144,393.491333,67.430542,571.235657,401.892151,55.09581,41.04,76.054468
1498,'2018/02/18 22:46:43:505',31,282.341064,284.453857,53.332794,399.898041,327.430359,71.807465,465.572937,357.226807,72.852295,501.746033,393.389099,67.429276,570.990845,401.761536,55.100101,41.04,76.054468
1499,'2018/02/18 22:46:43:555',31,282.072906,284.412415,53.318127,399.460571,327.406952,71.801437,465.103119,357.085846,72.855621,501.378082,393.256683,67.436661,570.741211,401.584747,55.123108,41.04,76.054468
1500,'2018/02/18 22:46:43:605',31,281.856567,284.238647,53.326199,399.002808,327.238281,71.81472,464.495209,356.896484,72.888756,500.930603,393.042603,67.47538,570.4328,401.314514,55.172844,41.04,76.054468
1501,'2018/02/18 22:46:43:656',31,281.544739,284.109253,53.346066,398.490265,327.181091,71.848465,464.050171,356.767212,72.927841,500.618683,392.84314,67.515068,570.157227,401.071747,55.221733,41.04,76.054468
1502,'2018/02/18 22:46:43:706',31,281.455505,284.028625,53.366844,398.258728,327.115601,71.867485,463.893341,356.681702,72.949852,500.524811,392.722534,67.534058,569.978699,400.941986,55.24427,41.04,76.054468
1503,'2018/02/18 22:46:43:755',31,281.450134,283.985962,53.381023,398.132751,327.126221,71.883331,463.897278,356.710236,72.962204,500.495209,392.733154,67.535545,569.671143,401.10965,55.24192,41.04,76.054468
1504,'2018/02/18 22:46:43:804',31,281.447235,284.010803,53.385273,398.090698,327.141998,71.889008,463.930267,356.790039,72.96611,500.394287,392.888458,67.5233,569.406677,401.37677,55.225681,41.04,76.054468
1505,'2018/02/18 22:46:43:856',31,281.496399,284.023773,53.381554,398.125916,327.154419,71.888092,463.964722,356.843445,72.966827,500.284546,393.133453,67.505424,569.266907,401.593384,55.21104,41.04,76.054468
1506,'2018/02/18 22:46:43:905',31,281.4888,284.07428,53.376442,398.148376,327.145447,71.88327,463.959869,356.847961,72.965797,500.051788,393.386047,67.491203,569.17749,401.72345,55.202301,41.04,76.054468
1507,'2018/02/18 22:46:43:954',31,281.554138,284.108765,53.381271,398.128967,327.14209,71.881744,463.939148,356.833008,72.966019,499.955688,393.462494,67.487038,569.005249,401.904297,55.194683,41.04,76.054468
1508,'2018/02/18 22:46:44:005',31,281.500641,284.102966,53.375191,398.176849,327.107819,71.877495,463.884796,356.767578,72.967667,499.8927,393.436432,67.492058,568.94397,401.914185,55.200283,41.04,76.054468
1509,'2018/02/18 22:46:44:056',31,281.075317,284.080444,53.357285,398.131439,326.881592,71.870888,463.670105,356.601135,72.981735,499.718018,393.328522,67.514206,568.827209,401.798401,55.227859,41.04,76.054468
1510,'2018/02/18 22:46:44:106',31,280.765198,284.116364,53.345104,398.042023,326.765778,71.867355,463.464294,356.496643,72.991417,499.538452,393.267883,67.528687,568.664917,401.782867,55.24609,41.04,76.054468
1511,'2018/02/18 22:46:44:156',31,280.458435,284.144623,53.332184,397.812225,326.713745,71.862503,463.303802,356.327393,72.988892,499.392395,393.183319,67.531799,568.573364,401.662445,55.250904,41.04,76.054468
1512,'2018/02/18 22:46:44:205',31,280.257629,284.144043,53.318897,397.688232,326.69812,71.859261,463.171936,356.292542,72.988342,499.284149,393.148621,67.532333,568.504517,401.609497,55.254719,41.04,76.054468
1513,'2018/02/18 22:46:44:255',31,280.096985,284.139587,53.30455,397.546112,326.681549,71.854935,463.042847,356.12854,72.985199,499.127838,393.129547,67.532143,568.372375,401.626862,55.254433,41.04,76.054468
1514,'2018/02/18 22:46:44:308',31,279.878113,284.156158,53.278786,397.285126,326.56842,71.834793,462.792419,355.893433,72.973976,498.882294,393.021393,67.531464,568.115356,401.602295,55.25774,41.04,76.054468
1515,'2018/02/18 22:46:44:357',31,279.717468,284.109802,53.256054,396.929291,326.452515,71.822205,462.438263,355.744751,72.973518,498.585327,392.900879,67.53978,567.876099,401.49823,55.278759,41.04,76.054468
1516,'2018/02/18 22:46:49:557',32,333.812225,265.449829,52.900341,417.782074,313.316589,71.315964,462.633423,355.774597,73.101372,471.37207,398.802124,68.309265,530.656311,421.78653,55.990124,44.16,76.054468
1517,'2018/02/18 22:46:49:607',32,333.235229,265.294342,52.848068,416.964508,313.615723,71.333862,462.086578,355.87677,73.075783,471.582001,398.369019,68.301819,530.769287,421.537354,55.971672,44.16,76.054468
1518,'2018/02/18 22:46:49:658',32,332.653625,265.087738,52.805588,415.702881,314.4375,71.390541,461.497284,356.170044,73.034821,471.600708,398.002411,68.276031,531.184265,421.079346,55.948742,44.16,76.054468
1519,'2018/02/18 22:46:49:708',32,332.376862,264.478577,52.636505,416.537903,314.056396,71.255951,461.549103,356.069702,72.922287,471.216278,397.906372,68.16629,530.977051,420.854401,55.85157,44.16,76.054468
1520,'2018/02/18 22:46:49:758',32,331.436035,264.288422,52.591366,417.303284,313.682007,71.195206,461.654297,355.862915,72.88858,471.044983,397.983246,68.114944,530.796631,420.867798,55.788635,44.16,76.054468
1521,'2018/02/18 22:46:49:808',32,330.861603,264.169556,52.57198,417.113342,313.722229,71.202942,461.632233,355.830322,72.877785,471.017822,397.958527,68.099411,530.749512,420.879974,55.759453,44.16,76.054468
1522,'2018/02/18 22:46:49:859',32,329.923553,263.83493,52.495811,416.389404,313.754883,71.228012,461.615295,355.793793,72.871994,471.696808,397.221252,68.137451,531.366882,420.335052,55.810184,44.16,76.054468
1523,'2018/02/18 22:46:49:908',32,329.196472,263.515472,52.476521,416.522095,313.654266,71.217178,461.589966,356.040894,72.866356,472.16687,396.699799,68.163925,532.099609,419.809082,55.838802,44.16,76.054468
1524,'2018/02/18 22:46:49:959',32,328.400574,263.659485,52.50676,416.888214,313.453613,71.194252,461.608948,356.083374,72.867279,472.183594,396.702637,68.160484,532.28186,419.780853,55.820553,44.16,76.054468
1525,'2018/02/18 22:46:50:007',32,328.668365,263.751465,52.573952,417.508911,313.589752,71.197739,461.982086,356.425507,72.861893,472.537476,397.060455,68.121193,532.6651,419.956482,55.760292,44.16,76.054468
1526,'2018/02/18 22:46:50:059',32,329.382385,263.974548,52.643707,418.590149,313.977173,71.201965,462.890442,356.955505,72.842522,473.443787,397.492798,68.072861,533.486023,420.189362,55.691013,44.16,76.054468
1527,'2018/02/18 22:46:50:108',32,329.568298,264.972229,52.644867,418.347229,315.031555,71.209259,463.923584,357.910889,72.796417,474.715118,398.126312,68.034409,535.014404,420.478912,55.677296,44.16,76.054468
1528,'2018/02/18 22:46:50:159',32,330.100769,265.654205,52.628563,419.742096,315.298523,71.197708,465.38916,357.999207,72.81604,476.271332,398.225342,68.10202,536.448242,420.808411,55.726177,44.16,76.054468
1529,'2018/02/18 22:46:50:209',32,331.520691,265.569641,52.582546,420.158691,315.486237,71.171249,466.06955,358.136292,72.794655,477.015747,398.266266,68.098648,537.345642,420.857056,55.7066,44.16,76.054468
1530,'2018/02/18 22:46:50:258',32,333.094788,265.405457,52.562744,420.413177,315.651733,71.159103,466.525421,358.096039,72.78923,477.477783,398.276611,68.107758,538.197388,420.78952,55.696915,44.16,76.054468
1531,'2018/02/18 22:46:50:309',32,333.378357,265.454254,52.53764,420.517578,315.792053,71.155945,466.839081,358.098022,72.790802,477.663147,398.316284,68.12104,538.551758,420.823792,55.713123,44.16,76.054468
1532,'2018/02/18 22:46:50:359',32,334.447388,265.168274,52.489033,420.718414,315.771515,71.141693,467.038147,358.039429,72.786148,477.5271,398.382263,68.124252,538.636963,420.823334,55.725758,44.16,76.054468
1533,'2018/02/18 22:46:50:408',32,334.608643,265.220093,52.452915,420.528534,315.809113,71.124649,467.115387,357.827332,72.77417,477.608154,398.357971,68.117615,538.788879,420.739227,55.742161,44.16,76.054468
1534,'2018/02/18 22:46:50:458',32,333.94928,265.550537,52.408421,420.460327,315.764771,71.079208,467.145996,357.70517,72.745064,477.805725,398.325317,68.086121,539.301147,420.494324,55.747822,44.16,76.054468
1535,'2018/02/18 22:46:50:508',32,333.792999,265.61026,52.404121,420.541168,315.755493,71.068596,467.210144,357.723511,72.733192,477.957886,398.313232,68.066582,539.538696,420.297638,55.747501,44.16,76.054468
1536,'2018/02/18 22:46:50:559',32,333.467529,265.826843,52.400352,420.64209,315.808868,71.066315,467.314514,357.74292,72.72728,478.199371,398.284851,68.050827,539.900146,420.115967,55.746422,44.16,76.054468
1537,'2018/02/18 22:46:50:609',32,333.13031,266.061218,52.41275,420.856567,315.802124,71.077316,467.53656,357.667328,72.741966,478.505981,398.213013,68.062378,540.321899,419.99942,55.761261,44.16,76.054468
1538,'2018/02/18 22:46:50:659',32,333.126678,266.167328,52.420147,421.168518,315.688477,71.072838,467.861938,357.435394,72.745239,478.787506,398.13324,68.068207,540.631165,419.923767,55.768768,44.16,76.054468
1539,'2018/02/18 22:46:50:711',32,333.233093,266.168945,52.435822,421.582977,315.379059,71.056885,468.096649,357.136108,72.755005,479.06543,398.064453,68.07547,540.925171,419.795532,55.776398,44.16,76.054468
1540,'2018/02/18 22:46:50:759',32,333.170898,266.163025,52.443851,421.900085,315.220337,71.054596,468.243134,356.906982,72.765869,479.332825,397.895355,68.085861,541.150574,419.622528,55.791821,44.16,76.054468
1541,'2018/02/18 22:46:50:809',32,332.746277,266.147949,52.421562,421.140472,315.37619,71.081589,467.970306,356.904236,72.764053,479.897217,397.361633,68.077408,541.087402,419.220886,55.844875,44.16,76.054468
1542,'2018/02/18 22:46:50:859',32,332.173187,266.208191,52.350037,419.940308,315.667938,70.996712,467.012756,357.107269,72.658653,479.956848,396.990784,67.959694,540.525574,418.163513,55.926147,44.16,76.054468
1543,'2018/02/18 22:46:50:908',32,332.064575,266.025848,52.321232,420.312378,315.281158,70.906906,466.828247,356.838257,72.596901,479.687378,396.853607,67.893852,540.068115,417.825287,55.903755,44.16,76.054468
1544,'2018/02/18 22:46:50:959',32,332.031219,265.883789,52.294563,420.865723,314.935242,70.842468,466.854919,356.689789,72.559326,479.504578,396.747559,67.858902,539.767822,417.666046,55.884754,44.16,76.054468
1545,'2018/02/18 22:46:51:009',32,331.972626,265.703186,52.26696,421.227722,314.463989,70.783714,466.776306,356.42514,72.529938,479.308533,396.5495,67.831917,539.408569,417.46405,55.86834,44.16,76.054468
1546,'2018/02/18 22:46:51:060',32,332.40271,265.497925,52.229027,420.907776,314.10968,70.740524,466.577271,356.099304,72.493729,479.036896,396.290863,67.802246,539.010925,417.196594,55.861698,44.16,76.054468
