@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
1547,'2018/02/18 22:46:51:108',32,333.967163,264.793457,52.177071,419.353577,314.459778,70.763847,466.05191,356.136353,72.447334,478.798279,396.20639,67.752884,538.684387,416.874634,55.867062,44.16,76.054468
1548,'2018/02/18 22:46:51:161',32,334.075195,264.668579,52.162292,418.353943,314.856018,70.755394,465.667847,356.290222,72.390686,478.500336,396.254822,67.697433,538.380005,416.673096,55.857594,44.16,76.054468
1549,'2018/02/18 22:46:51:210',32,333.976471,264.53009,52.15625,416.50885,315.596252,70.727707,464.980957,356.677551,72.264282,478.057007,396.206146,67.599762,537.588989,416.459686,55.825924,44.16,76.054468
1550,'2018/02/18 22:46:51:260',32,333.995453,264.291504,52.127003,417.863922,315.053772,70.601585,465.083466,356.104492,72.203217,477.344421,396.21402,67.560532,536.814636,416.472626,55.795349,44.16,76.054468
1551,'2018/02/18 22:46:51:311',32,334.179688,263.951843,52.143833,418.140961,314.883789,70.628113,465.274811,355.806824,72.220688,477.192535,396.158508,67.581062,536.598877,416.430664,55.812229,44.16,76.054468
1552,'2018/02/18 22:46:51:358',32,335.054993,262.473358,52.205685,419.58374,314.362366,70.746216,466.252716,355.556335,72.294571,477.531982,395.889587,67.622055,536.226563,416.306671,55.810459,44.16,76.054468
1553,'2018/02/18 22:46:51:410',32,335.694794,261.748474,52.250813,420.755615,313.961548,70.78862,467.06015,355.176758,72.321167,477.93454,395.619843,67.635941,536.242737,416.179932,55.801933,44.16,76.054468
1554,'2018/02/18 22:46:51:460',32,335.757477,261.938965,52.306198,421.324921,313.742432,70.78418,467.445892,354.925354,72.325394,478.254822,395.45871,67.643814,536.410706,416.10788,55.806137,44.16,76.054468
1555,'2018/02/18 22:46:51:510',32,335.306763,262.496063,52.361252,421.83963,313.560486,70.77578,467.847717,354.777039,72.330688,478.715912,395.325317,67.650993,536.697876,416.040955,55.81559,44.16,76.054468
1556,'2018/02/18 22:46:51:559',32,335.985229,262.335449,52.365437,422.648376,313.427216,70.78476,468.421478,354.680603,72.342316,479.239563,395.205078,67.663269,536.941406,416.008636,55.823154,44.16,76.054468
1557,'2018/02/18 22:46:51:609',32,336.113007,262.601746,52.39312,423.462097,313.199799,70.77916,468.713257,354.59494,72.374672,479.911438,395.14682,67.68335,537.353638,415.99408,55.845905,44.16,76.054468
1558,'2018/02/18 22:46:51:660',32,336.431274,262.721405,52.428135,424.257416,313.082581,70.795609,468.911255,354.541107,72.413315,480.516144,395.187927,67.697525,537.648254,416.063293,55.857285,44.16,76.054468
1559,'2018/02/18 22:46:51:710',32,336.748718,262.849121,52.498116,425.145691,313.060242,70.841232,469.352631,354.517029,72.456398,481.118744,395.268616,67.71566,537.934814,416.142731,55.867664,44.16,76.054468
1560,'2018/02/18 22:46:51:759',32,337.537842,262.724762,52.552513,425.665863,312.957764,70.888809,469.706512,354.498718,72.496307,481.542114,395.254211,67.738655,538.041443,416.202087,55.886082,44.16,76.054468
1561,'2018/02/18 22:46:51:809',32,337.688538,262.662811,52.578869,425.956787,312.766785,70.90979,469.931152,354.395844,72.521088,481.776215,395.126862,67.762695,538.077576,416.174713,55.908585,44.16,76.054468
1562,'2018/02/18 22:46:51:860',32,337.858734,262.648468,52.629208,426.874939,312.437073,70.946457,470.511719,354.111176,72.57312,482.213562,394.913025,67.825035,538.233704,416.150757,55.967583,44.16,76.054468
1563,'2018/02/18 22:46:51:910',32,339.633881,261.814758,52.652172,428.44519,311.919739,71.020996,471.823334,353.661041,72.649467,483.071777,394.545105,67.920631,538.619202,416.108063,56.044777,44.16,76.054468
1564,'2018/02/18 22:46:51:959',32,340.487061,261.428436,52.66885,429.185699,311.594391,71.056412,472.598785,353.355042,72.683243,483.568848,394.302856,67.967827,539.256287,415.902893,56.077629,44.16,76.054468
1565,'2018/02/18 22:46:52:009',32,341.802277,260.81311,52.670731,430.161377,311.326355,71.088898,473.310974,353.151062,72.714294,484.02002,394.055847,68.00811,539.864746,415.703278,56.099445,44.16,76.054468
1566,'2018/02/18 22:46:56:978',33,367.476501,251.439728,47.974186,437.0867,334.304688,69.489624,438.553497,357.603241,71.95517,436.992126,398.519958,67.628906,488.115631,429.119507,56.314346,46.08,76.054468
1567,'2018/02/18 22:46:57:029',33,367.421112,251.412231,47.92263,437.086792,334.495087,69.46405,438.311127,357.4375,71.952385,437.084381,398.578369,67.620201,488.177185,429.174164,56.303909,46.08,76.054468
1568,'2018/02/18 22:46:57:079',33,367.362701,251.387512,47.872124,436.985657,334.771179,69.440788,438.007141,357.283752,71.950531,437.042297,398.596619,67.617462,488.149658,429.225922,56.299736,46.08,76.054468
1569,'2018/02/18 22:46:57:129',33,368.03717,251.176346,47.7145,435.282654,335.291077,69.425095,437.720703,356.80719,71.910645,436.430725,398.317322,67.612625,487.363281,429.219971,56.309299,46.08,76.054468
1570,'2018/02/18 22:46:57:179',33,369.139252,250.924026,47.543629,433.949677,335.607849,69.400375,437.854797,356.284454,71.858101,435.895996,397.985229,67.606148,486.635376,429.228821,56.3008,46.08,76.054468
1571,'2018/02/18 22:46:57:229',33,369.902649,250.763794,47.45219,433.725922,335.679626,69.372459,437.966858,356.005432,71.828949,435.614349,397.836609,67.597519,486.410858,429.193726,56.290649,46.08,76.054468
1572,'2018/02/18 22:46:57:278',33,370.633392,250.615433,47.380672,433.831024,335.73584,69.345238,438.273102,355.76001,71.803551,435.513977,397.726715,67.587944,486.226166,429.146423,56.283657,46.08,76.054468
1573,'2018/02/18 22:46:57:328',33,370.189117,250.638031,47.390099,434.468445,336.037354,69.312996,437.828461,355.775757,71.816284,435.329041,397.764648,67.59301,486.195007,429.098328,56.298355,46.08,76.054468
1574,'2018/02/18 22:46:57:379',33,369.639679,250.673462,47.415943,435.355988,336.128448,69.278618,437.25708,355.840637,71.836273,435.196991,397.840698,67.599426,486.150604,429.04541,56.319096,46.08,76.054468
1575,'2018/02/18 22:46:57:429',33,369.566833,250.664764,47.420479,435.131775,336.268738,69.285988,437.056519,355.846069,71.843689,435.343262,397.796936,67.606598,486.39325,428.918396,56.3368,46.08,76.054468
1576,'2018/02/18 22:46:57:480',33,369.942322,250.461792,47.428444,435.48584,335.988098,69.297562,437.123383,355.649353,71.864464,435.683807,397.619812,67.629166,486.499023,428.706848,56.372032,46.08,76.054468
1577,'2018/02/18 22:46:57:529',33,370.644257,250.064987,47.443882,435.969696,335.450562,69.331642,437.369598,355.227112,71.907478,436.145752,397.284241,67.674156,486.691467,428.378815,56.428616,46.08,76.054468
1578,'2018/02/18 22:46:57:579',33,371.143402,249.773621,47.431332,436.244812,334.997681,69.347145,437.589172,354.860992,71.927834,436.609253,397.034607,67.697426,486.919373,428.138153,56.459393,46.08,76.054468
1579,'2018/02/18 22:46:57:629',33,371.22467,249.566254,47.41185,436.251801,334.60437,69.362747,437.588287,354.512817,71.950668,437.028839,396.917816,67.717415,487.120361,427.975189,56.484703,46.08,76.054468
1580,'2018/02/18 22:46:57:680',33,371.058899,249.503784,47.400261,436.023895,334.444031,69.376144,437.440155,354.348633,71.966599,437.259583,397.03009,67.720016,487.192047,428.004761,56.484886,46.08,76.054468
1581,'2018/02/18 22:46:57:729',33,370.87738,249.471725,47.391953,435.942749,334.326538,69.384964,437.370789,354.219177,71.980568,437.638611,397.16272,67.719223,487.278748,428.013397,56.48999,46.08,76.054468
1582,'2018/02/18 22:46:57:779',33,370.790009,249.426422,47.38472,436.005737,334.182526,69.393501,437.308655,354.073364,71.999825,437.962036,397.224609,67.730072,487.397675,428.032562,56.495872,46.08,76.054468
1583,'2018/02/18 22:46:57:829',33,370.832031,249.358475,47.376415,436.133759,334.038452,69.401276,437.294891,353.915405,72.018364,438.175201,397.208099,67.746902,487.630249,427.980621,56.509552,46.08,76.054468
1584,'2018/02/18 22:46:57:882',33,371.103882,249.256912,47.343662,436.158875,333.858215,69.411301,437.492462,353.655426,72.031639,438.531616,397.23288,67.757622,487.950897,427.958557,56.513618,46.08,76.054468
1585,'2018/02/18 22:46:57:929',33,371.860992,249.078064,47.290947,435.940125,333.676117,69.437943,438.052765,353.27179,72.042107,438.92807,397.16333,67.775848,488.209381,427.979584,56.509567,46.08,76.054468
1586,'2018/02/18 22:46:57:978',33,372.759644,248.675735,47.235958,436.968506,332.957214,69.457382,439.102692,352.486511,72.082062,439.665863,396.721375,67.844315,488.559418,427.718811,56.568295,46.08,76.054468
1587,'2018/02/18 22:46:58:029',33,373.524628,248.545654,47.192036,437.549622,332.796051,69.453842,439.786194,352.195496,72.084183,439.912476,396.726044,67.851639,488.770844,427.745972,56.564152,46.08,76.054468
1588,'2018/02/18 22:46:58:080',33,374.379211,248.430557,47.145199,438.035828,332.726898,69.453827,440.543213,351.920471,72.083771,440.106873,396.725922,67.86097,488.928528,427.787384,56.562805,46.08,76.054468
1589,'2018/02/18 22:46:58:130',33,375.028625,248.347931,47.108849,438.149475,332.507568,69.466385,441.109619,351.716797,72.083023,440.172424,396.751556,67.866142,488.902679,427.780212,56.581333,46.08,76.054468
1590,'2018/02/18 22:46:58:178',33,375.551849,248.292389,47.076698,438.49884,332.383057,69.464134,441.597473,351.553558,72.080948,440.27774,396.718414,67.874748,488.922272,427.771179,56.596111,46.08,76.054468
1591,'2018/02/18 22:46:58:229',33,376.138153,248.256775,47.034771,439.109802,332.301453,69.451042,442.272705,351.371521,72.07383,440.45636,396.691895,67.882629,489.023987,427.777405,56.608894,46.08,76.054468
1592,'2018/02/18 22:46:58:280',33,376.892639,248.229355,46.967773,440.076935,332.198669,69.418739,443.25531,351.127808,72.053558,441.000946,396.555145,67.890945,489.314484,427.762268,56.620605,46.08,76.054468
1593,'2018/02/18 22:46:58:330',33,377.863251,248.164688,46.890884,441.340637,331.883179,69.378799,444.556152,350.830444,72.023232,441.818726,396.339233,67.894409,489.834167,427.700928,56.622215,46.08,76.054468
1594,'2018/02/18 22:46:58:380',33,378.377625,248.125671,46.824211,442.261475,331.789856,69.333801,445.352936,350.603638,71.993393,442.234283,396.187775,67.887833,490.208435,427.62674,56.61858,46.08,76.054468
1595,'2018/02/18 22:46:58:429',33,378.352631,248.118546,46.787849,442.508667,331.73645,69.31134,445.603882,350.473389,71.977493,442.158264,396.135742,67.881104,490.315735,427.56781,56.61721,46.08,76.054468
1596,'2018/02/18 22:46:58:479',33,378.180542,248.124481,46.766602,442.560181,331.670502,69.299583,445.685791,350.392395,71.968201,442.024506,396.166626,67.870529,490.334381,427.534729,56.614697,46.08,76.054468
1597,'2018/02/18 22:46:58:530',33,375.2724,247.99559,46.830517,441.177216,331.291077,69.350113,444.727661,350.026245,72.010056,442.074585,395.940277,67.875244,491.046021,427.011047,56.61515,46.08,76.054468
1598,'2018/02/18 22:46:58:580',33,373.944183,247.843796,46.833996,440.766907,331.029144,69.348465,444.539001,349.70639,72.007149,442.17749,395.784424,67.85202,491.454163,426.709351,56.584526,46.08,76.054468
1599,'2018/02/18 22:46:58:629',33,373.274536,247.605347,46.766594,440.949005,330.753357,69.291954,444.765442,349.224487,71.962311,442.204712,395.569336,67.800423,491.619812,426.475067,56.522701,46.08,76.054468
1600,'2018/02/18 22:46:58:681',33,370.709595,247.444901,46.795185,439.588654,330.484192,69.311348,443.688599,348.849609,71.978806,442.045319,395.459106,67.769012,491.600464,426.227081,56.471573,46.08,76.054468
1601,'2018/02/18 22:46:58:730',33,368.629944,247.442062,46.797325,438.317749,330.300415,69.32238,442.594238,348.624664,71.99231,441.519745,395.655548,67.739822,491.265198,426.215424,56.436459,46.08,76.054468
1602,'2018/02/18 22:46:58:780',33,367.259094,247.497742,46.746006,437.186127,330.235229,69.310562,441.760468,348.412231,71.983978,440.760162,396.00058,67.698181,490.630951,426.329315,56.416416,46.08,76.054468
1603,'2018/02/18 22:46:58:832',33,366.547058,247.542831,46.657757,436.532013,330.101685,69.270424,441.171112,348.200653,71.954582,440.257019,396.009705,67.675858,490.297394,426.308258,56.413971,46.08,76.054468
1604,'2018/02/18 22:46:58:879',33,366.049377,247.557968,46.602581,436.242126,329.981323,69.234436,440.66568,348.071533,71.936104,439.923553,395.935364,67.666473,490.102234,426.240417,56.417492,46.08,76.054468
1605,'2018/02/18 22:46:58:929',33,365.691589,247.544678,46.582733,436.177063,329.799744,69.21405,440.331665,347.995544,71.931091,439.77179,395.929565,67.659378,490.040802,426.194031,56.414448,46.08,76.054468
1606,'2018/02/18 22:47:01:180',34,379.530884,250.331146,48.576141,428.751648,303.761047,69.208725,456.754639,356.394287,71.811043,448.168915,394.298187,67.841072,498.447693,424.623505,56.745705,46.08,76.054468
1607,'2018/02/18 22:47:01:230',34,379.615997,250.439804,48.611504,429.618103,303.639038,69.182495,457.651825,356.385284,71.799858,448.841858,394.288727,67.864822,498.910156,424.769287,56.747993,46.08,76.054468
1608,'2018/02/18 22:47:01:281',34,379.40744,250.619064,48.743168,431.369293,303.277344,69.094513,458.302124,356.907593,71.777473,448.508911,394.457245,67.891418,498.776062,424.931763,56.76149,46.08,76.054468
1609,'2018/02/18 22:47:01:330',34,379.412567,250.579041,48.663643,430.509766,303.376556,69.060143,458.018036,356.926636,71.71167,447.593384,394.179871,67.888878,497.736023,424.901825,56.770805,46.08,76.054468
1610,'2018/02/18 22:47:01:383',34,379.475281,250.303314,48.43486,430.059937,303.486908,68.955078,457.426025,356.345032,71.590775,446.288574,393.734619,67.828743,495.969055,424.806671,56.73362,46.08,76.054468
1611,'2018/02/18 22:47:01:432',34,379.366425,250.064117,48.214962,429.722534,304.091431,68.89917,457.454956,355.702271,71.465172,445.64328,393.36554,67.762558,495.013245,424.6492,56.673962,46.08,76.054468
1612,'2018/02/18 22:47:01:482',34,378.927612,249.965393,48.138397,429.579437,304.58313,68.898293,457.535706,355.379822,71.414566,445.391632,393.264404,67.73513,494.841583,424.557739,56.638458,46.08,76.054468
1613,'2018/02/18 22:47:01:530',34,378.517975,249.900253,48.081421,429.462067,304.894196,68.894409,457.748413,355.114685,71.373131,445.352203,393.259399,67.705719,494.905182,424.578491,56.585411,46.08,76.054468
1614,'2018/02/18 22:47:01:581',34,378.255951,249.897781,48.029613,429.471283,305.074677,68.870468,456.98584,355.42572,71.358978,445.254578,393.360321,67.67308,494.980347,424.643311,56.543785,46.08,76.054468
1615,'2018/02/18 22:47:01:631',34,377.976563,250.019623,48.006779,429.199585,305.303467,68.858894,456.853271,356.193909,71.327972,445.152527,393.632385,67.646683,495.12207,424.732117,56.533047,46.08,76.054468
1616,'2018/02/18 22:47:01:681',34,377.549438,250.212646,47.984009,429.163147,305.693848,68.848061,456.903839,357.167175,71.292557,445.252228,393.947449,67.632034,495.609161,424.892365,56.52446,46.08,76.054468
1617,'2018/02/18 22:47:01:731',34,377.343018,250.328735,47.941498,429.333679,305.976563,68.835152,456.975677,357.684875,71.272728,445.678375,394.17395,67.628914,496.371521,425.072784,56.49939,46.08,76.054468
1618,'2018/02/18 22:47:01:781',34,377.326843,250.351028,47.917805,429.442474,306.076355,68.830002,457.056305,357.873138,71.264954,446.121613,394.234436,67.629707,496.776978,425.179474,56.479755,46.08,76.054468
1619,'2018/02/18 22:47:01:831',34,377.377136,250.341461,47.896099,429.716064,306.174835,68.826187,457.316833,358.150696,71.252838,446.611023,394.323975,67.630333,497.427979,425.292084,56.440029,46.08,76.054468
1620,'2018/02/18 22:47:01:881',34,377.369232,250.314911,47.86895,429.744171,306.36322,68.841049,457.082245,358.542694,71.260841,446.572906,394.362122,67.662163,497.561493,425.416809,56.450806,46.08,76.054468
1621,'2018/02/18 22:47:01:932',34,377.322235,250.310608,47.842213,428.873047,306.632813,68.87957,456.399658,359.201569,71.271561,445.85083,394.325562,67.713623,496.985046,425.518341,56.512589,46.08,76.054468
1622,'2018/02/18 22:47:01:980',34,377.849213,250.210999,47.707047,427.92334,306.551849,68.862633,455.636749,359.389465,71.261398,445.195496,394.036713,67.745667,496.52951,425.442322,56.562141,46.08,76.054468
1623,'2018/02/18 22:47:02:031',34,379.19931,249.851013,47.138336,427.025513,305.629578,68.577431,456.059143,358.267517,71.042824,445.080231,392.569031,67.682022,495.32251,425.035217,56.551323,46.08,76.054468
1624,'2018/02/18 22:47:02:083',34,379.458954,249.795593,47.048874,426.463867,305.338806,68.528748,455.174438,358.524231,71.027534,445.263275,392.148193,67.673347,495.391724,424.917572,56.536186,46.08,76.054468
1625,'2018/02/18 22:47:02:132',34,379.545746,249.744736,47.045803,426.227295,305.361084,68.52536,454.354187,358.640961,71.036003,445.381073,391.94751,67.662392,495.71936,424.808807,56.511551,46.08,76.054468
1626,'2018/02/18 22:47:05:632',35,434.187622,253.915024,45.872757,429.75058,341.649567,69.462502,436.958069,354.807556,71.889206,426.174377,394.494812,68.38472,451.547363,439.799103,57.080376,47.76,76.054468
1627,'2018/02/18 22:47:05:683',35,436.534973,253.709579,45.818947,431.446777,341.347717,69.427513,438.558655,354.523071,71.853012,427.156128,393.984314,68.371986,452.229126,439.201019,57.130596,47.76,76.054468
1628,'2018/02/18 22:47:05:733',35,438.002319,253.438995,45.82608,432.447998,341.154358,69.413651,439.510925,354.351257,71.834328,427.854309,393.46936,68.361679,452.831512,438.662872,57.158737,47.76,76.054468
1629,'2018/02/18 22:47:05:783',35,438.160126,253.376724,45.838451,432.606812,341.154175,69.411041,439.68103,354.357422,71.829163,428.11496,393.210754,68.361656,453.346924,438.376923,57.186478,47.76,76.054468
1630,'2018/02/18 22:47:05:834',35,438.887177,253.57666,45.958965,432.968903,341.818451,69.420486,440.014893,355.07486,71.821869,428.39621,393.423004,68.325806,453.717773,438.557617,57.126793,47.76,76.054468
1631,'2018/02/18 22:47:05:884',35,439.651459,254.175217,46.06712,434.10434,343.076965,69.372559,441.217133,356.39917,71.748253,429.575378,394.327667,68.202904,455.223755,439.016602,56.990292,47.76,76.054468
1632,'2018/02/18 22:47:05:933',35,440.835571,254.734146,46.06641,435.300323,343.976837,69.289078,441.233704,358.611633,71.657867,430.723694,394.93512,68.083733,456.605988,439.263092,56.903091,47.76,76.054468
1633,'2018/02/18 22:47:05:986',35,441.614349,255.021515,46.041962,436.099579,344.408142,69.228897,441.309235,359.829895,71.594185,431.441895,394.993683,68.01889,457.492767,439.059265,56.906696,47.76,76.054468
1634,'2018/02/18 22:47:06:034',35,441.598999,255.119461,46.044945,436.323792,344.611206,69.206291,441.243256,360.387939,71.567474,431.663361,395.011841,67.989357,457.855957,438.775696,56.935406,47.76,76.054468
1635,'2018/02/18 22:47:06:083',35,440.886383,255.225922,46.045795,436.085175,344.817932,69.183655,440.918457,360.776001,71.540588,431.599335,395.105194,67.958038,457.907715,438.688599,56.930115,47.76,76.054468
1636,'2018/02/18 22:47:06:133',35,439.776245,255.400772,46.059498,435.724945,345.135925,69.163864,440.544037,361.257263,71.514687,431.550415,395.279694,67.925751,458.106293,438.691376,56.916714,47.76,76.054468
1637,'2018/02/18 22:47:06:185',35,438.908417,255.606018,46.080582,435.358948,345.454102,69.157806,440.168091,361.696655,71.50386,431.4729,395.534973,67.906441,458.202576,438.81842,56.905155,47.76,76.054468
1638,'2018/02/18 22:47:06:234',35,437.856354,255.806824,46.103836,434.956696,345.751831,69.157921,439.804962,362.08667,71.499695,431.401703,395.647552,67.900581,458.391907,438.852356,56.91732,47.76,76.054468
1639,'2018/02/18 22:47:06:283',35,437.534607,255.939835,46.109093,434.936218,345.926361,69.152687,439.767975,362.337646,71.49202,431.422852,395.579498,67.899414,458.433105,438.723999,56.955494,47.76,76.054468
1640,'2018/02/18 22:47:06:334',35,437.297546,256.014893,46.120899,434.883698,346.046997,69.152969,439.702423,362.511841,71.489838,431.369202,395.554169,67.899559,458.397034,438.654663,56.976376,47.76,76.054468
1641,'2018/02/18 22:47:06:383',35,436.702362,256.093445,46.141342,434.596191,346.199646,69.154907,439.426788,362.722382,71.48819,431.213318,395.623505,67.894852,458.263763,438.518188,57.009743,47.76,76.054468
1642,'2018/02/18 22:47:06:435',35,435.770294,256.163757,46.156029,433.994965,346.325623,69.155579,438.856781,362.894958,71.486412,430.861603,395.642548,67.891525,458.039642,438.493408,57.019451,47.76,76.054468
1643,'2018/02/18 22:47:06:483',35,435.07608,256.258972,46.198967,433.50238,346.531982,69.170685,438.377899,363.149933,71.496552,430.549652,395.819305,67.892029,457.852386,438.571594,57.019699,47.76,76.054468
1644,'2018/02/18 22:47:06:533',35,433.999786,256.393555,46.233509,433.023193,346.726257,69.190445,437.990875,363.37085,71.513611,430.402954,396.019623,67.903725,458.010895,438.656677,57.033737,47.76,76.054468
1645,'2018/02/18 22:47:06:583',35,432.484619,256.599884,46.276802,432.470947,346.948181,69.229622,437.601257,363.607056,71.552063,430.361816,396.290405,67.938644,458.383728,438.749969,57.083847,47.76,76.054468
1646,'2018/02/18 22:47:06:634',35,431.437256,256.769714,46.311367,432.104309,347.072357,69.274536,437.346405,363.74649,71.598999,430.398315,396.661041,67.974976,458.70462,438.790741,57.155609,47.76,76.054468
1647,'2018/02/18 22:47:06:684',35,431.833191,256.852905,46.307236,432.573883,347.008209,69.305817,437.801147,363.695862,71.636246,430.849823,396.649597,68.02243,459.099579,438.761627,57.228912,47.76,76.054468
1648,'2018/02/18 22:47:06:732',35,432.792358,256.830139,46.283459,433.522217,346.804413,69.32576,438.713043,363.497986,71.663315,431.684906,396.399323,68.068077,459.778961,438.570038,57.304817,47.76,76.054468
1649,'2018/02/18 22:47:06:783',35,434.204651,256.650055,46.250057,434.698883,346.443665,69.335793,439.809601,363.149414,71.680428,432.687958,395.775818,68.111664,460.459839,438.23056,57.371223,47.76,76.054468
1650,'2018/02/18 22:47:06:834',35,436.419647,256.352417,46.283192,436.02182,346.13974,69.369843,440.923462,362.883789,71.713371,433.48291,394.964539,68.166245,460.443665,437.956421,57.409382,47.76,76.054468
1651,'2018/02/18 22:47:06:885',35,438.111755,255.732437,46.428062,436.389191,345.699707,69.469307,441.033356,362.499512,71.804337,433.288086,394.045959,68.263527,459.567413,437.487671,57.466393,47.76,76.054468
1652,'2018/02/18 22:47:06:933',35,438.373444,254.764771,46.65995,436.045105,345.069397,69.617111,440.574097,361.928589,71.936699,432.83432,393.095032,68.382202,458.815582,436.702698,57.533344,47.76,76.054468
1653,'2018/02/18 22:47:06:984',35,437.687195,254.242325,46.837692,435.278961,344.790833,69.734123,439.78833,361.689087,72.042419,432.182434,392.583923,68.478821,458.128357,436.262207,57.595806,47.76,76.054468
1654,'2018/02/18 22:47:07:034',35,436.307983,253.941147,47.04715,433.806396,344.74295,69.880051,438.299835,361.682556,72.176811,430.932404,392.279053,68.603577,456.900208,436.009949,57.691788,47.76,76.054468
1655,'2018/02/18 22:47:07:084',35,434.11557,254.06102,47.337029,431.415588,345.266632,70.068192,435.905609,362.258301,72.347519,428.865753,392.662048,68.744583,455.228943,436.232544,57.797977,47.76,76.054468
1656,'2018/02/18 22:47:07:134',35,432.816772,254.50798,47.496471,429.617828,345.874023,70.185989,434.03064,362.89389,72.45829,427.151947,393.168457,68.843445,453.349823,436.763458,57.879818,47.76,76.054468
1657,'2018/02/18 22:47:07:183',35,431.490021,255.104828,47.658455,427.769287,346.616821,70.309486,432.114136,363.66394,72.57592,425.502777,393.925629,68.94574,451.752472,437.38269,57.980801,47.76,76.054468
1658,'2018/02/18 22:47:07:232',35,429.451782,255.720459,47.762817,425.938019,347.2099,70.419518,430.339722,364.261566,72.687881,424.171082,394.639893,69.054642,450.754547,437.894684,58.111511,47.76,76.054468
1659,'2018/02/18 22:47:07:282',35,428.44165,256.107788,47.803024,425.051666,347.518494,70.47934,429.476135,364.572327,72.751465,423.555176,395.169922,69.114891,450.071442,438.294159,58.183262,47.76,76.054468
1660,'2018/02/18 22:47:07:335',35,428.41925,256.278381,47.804115,424.823334,347.601746,70.501419,429.195404,364.662537,72.777008,423.252808,395.363281,69.144119,449.103546,438.894348,58.149956,47.76,76.054468
1661,'2018/02/18 22:47:07:383',35,428.236542,256.271729,47.794674,424.622772,347.524475,70.50927,428.982727,364.588196,72.787819,423.037506,395.345825,69.160439,448.691406,439.002686,58.152168,47.76,76.054468
1662,'2018/02/18 22:47:07:433',35,428.079712,255.999008,47.763977,424.651672,347.111725,70.513741,429.017273,364.171448,72.797775,422.978027,394.999939,69.183495,448.333038,438.795715,58.169067,47.76,76.054468
1663,'2018/02/18 22:47:07:484',35,427.480499,255.067917,47.668365,424.583313,345.815613,70.509895,429.031738,362.84201,72.810547,423.10968,393.746918,69.228325,448.516418,437.814972,58.231064,47.76,76.054468
1664,'2018/02/18 22:47:07:534',35,427.297638,253.250854,47.591473,424.53772,343.549164,70.543839,429.031647,360.53479,72.866173,423.355103,391.502686,69.322189,449.091278,435.84903,58.366959,47.76,76.054468
1665,'2018/02/18 22:47:07:583',35,428.0784,250.95752,47.540504,425.161865,340.829041,70.596573,429.644379,357.779633,72.93924,424.134735,388.756409,69.43502,450.004028,433.372559,58.526405,47.76,76.054468
1666,'2018/02/18 22:47:07:634',35,428.783508,249.099976,47.513268,425.898071,338.814941,70.607018,430.417419,355.753113,72.958099,425.200867,386.643463,69.474113,451.485535,431.433258,58.578976,47.76,76.054468
1667,'2018/02/18 22:47:07:685',35,429.965118,248.059128,47.493565,427.254822,337.706421,70.603714,431.772797,354.647278,72.956604,426.52475,385.431274,69.486801,452.541565,430.396545,58.580582,47.76,76.054468
1668,'2018/02/18 22:47:07:734',35,429.588013,246.886826,47.475204,427.33728,336.482086,70.598305,431.94397,353.419189,72.953789,427.091858,384.056366,69.497246,453.232452,429.184143,58.586205,47.76,76.054468
1669,'2018/02/18 22:47:07:786',35,427.865051,245.618408,47.636425,425.223755,335.384094,70.717117,429.801178,352.344574,73.066391,425.195923,382.787201,69.602928,451.571198,427.99054,58.67244,47.76,76.054468
1670,'2018/02/18 22:47:07:834',35,425.251648,244.662994,47.876755,422.412262,334.549927,70.927162,426.971069,351.529968,73.271515,422.511475,381.84082,69.80378,448.78537,427.069427,58.868843,47.76,76.054468
1671,'2018/02/18 22:47:07:884',35,422.814301,243.975494,47.986649,420.265564,333.82547,71.046265,424.895874,350.800964,73.393051,420.701874,381.085114,69.930115,447.102417,426.292053,59.017487,47.76,76.054468
1672,'2018/02/18 22:47:07:934',35,421.525604,243.506287,48.03862,419.008789,333.2901,71.113998,423.649719,350.264648,73.463989,419.513794,380.52771,70.008667,445.818146,425.759705,59.116562,47.76,76.054468
1673,'2018/02/18 22:47:07:985',35,421.1427,243.214142,48.058205,418.669159,332.973816,71.139145,423.303162,349.954346,73.489624,419.104126,380.18512,70.039398,445.191528,425.477142,59.146919,47.76,76.054468
1674,'2018/02/18 22:47:08:034',35,421.188324,243.127563,48.052097,418.75708,332.855438,71.140442,423.383759,349.841034,73.491753,419.094604,380.041687,70.047256,444.966492,425.493927,59.135811,47.76,76.054468
1675,'2018/02/18 22:47:08:084',35,421.252228,243.094299,48.040749,418.906525,332.796112,71.135262,423.533539,349.7854,73.487144,419.155029,379.995087,70.046333,444.834808,425.637421,59.100601,47.76,76.054468
1676,'2018/02/18 22:47:08:135',35,421.455353,243.155334,47.948727,419.410767,332.650024,71.093491,424.052826,349.626709,73.453285,419.385223,379.965515,70.029541,444.775085,425.989624,59.028168,47.76,76.054468
